WorkOrderID,Date,TruckID,DriverID,IssueType,RepairReason,LaborHours,Mechanic,IsWarranty,VendorUsed,LaborCost,PartsCost,TotalCost
WO02108,10/14/2024,2509,9,Reactive,Engine Overheating,2.55,Lead_1,FALSE,FALSE,102,377.75,479.75
WO02109,10/19/2024,2509,9,Reactive,Air Hose Leak,3,Tech_2,FALSE,FALSE,96,95.34,191.34
WO02110,10/21/2024,2509,9,Preventative,Air Filter Replacement,0.93,Tech_1,FALSE,FALSE,29.76,746.92,776.68
WO02111,10/5/2024,2509,9,Preventative,Oil Change,3.26,Tech_1,FALSE,FALSE,104.32,684.68,789
WO02112,10/6/2024,2509,9,Preventative,Tire Replacement,2.81,Assistant,FALSE,FALSE,61.82,408.54,470.36
WO02113,10/23/2024,2509,9,Reactive,Suspension Issue,2.33,Tech_1,FALSE,FALSE,74.56,534.37,608.93
WO02114,10/1/2024,2509,9,Preventative,Brake Pad Replacement,0.92,Vendor,FALSE,TRUE,0,654.08,654.08
WO02115,10/3/2024,2510,10,Reactive,Electrical Fault,3.99,Lead_2,FALSE,FALSE,159.6,398.29,557.89
WO02116,10/20/2024,2510,10,Preventative,Air Filter Replacement,2.53,Assistant,FALSE,FALSE,55.66,650.21,705.87
WO02117,10/7/2024,2510,10,Preventative,Air Filter Replacement,1.63,Vendor,FALSE,TRUE,0,210.5,210.5
WO02118,10/19/2024,2510,10,Reactive,Engine Overheating,3.38,Tech_2,FALSE,FALSE,108.16,103.81,211.97
WO02119,10/17/2024,2510,10,Reactive,Fuel System Issue,4.44,Assistant,FALSE,FALSE,97.68,127.85,225.53
WO02120,10/21/2024,2510,10,Reactive,Turbo Failure,2.32,Lead_1,FALSE,FALSE,92.8,43.42,136.22
WO02121,10/26/2024,2510,10,Reactive,Coolant Leak,4.47,Lead_1,FALSE,FALSE,178.8,743.5,922.3
WO02122,10/16/2024,2510,10,Reactive,Check Engine Light,1.76,Vendor,FALSE,TRUE,0,468.93,468.93
WO02123,10/17/2024,2510,10,Preventative,Tire Replacement,3.34,Lead_2,FALSE,FALSE,133.6,250.6,384.2
WO02124,10/3/2024,2510,10,Reactive,Roadside Repair,3.6,Tech_1,FALSE,FALSE,115.2,326.33,441.53
WO02125,10/16/2024,2510,10,Preventative,Air Filter Replacement,1.6,Tech_2,FALSE,FALSE,51.2,745.69,796.89
WO02126,10/9/2024,2511,11,Reactive,Engine Overheating,2.56,Assistant,FALSE,FALSE,56.32,103.37,159.69
WO02127,10/19/2024,2511,11,Preventative,Tire Replacement,3.64,Tech_2,FALSE,FALSE,116.48,615.36,731.84
WO02128,10/1/2024,2511,11,Preventative,Brake Pad Replacement,2.38,Lead_2,FALSE,FALSE,95.2,278.02,373.22
WO02129,10/1/2024,2511,11,Reactive,Tire Repair,3,Assistant,FALSE,FALSE,66,686.13,752.13
WO02130,10/28/2024,2511,11,Preventative,Brake Pad Replacement,2.23,Assistant,FALSE,FALSE,49.06,75.4,124.46
WO02131,10/22/2024,2511,11,Reactive,Broken Headlight,0.98,Lead_2,FALSE,FALSE,39.2,371.85,411.05
WO02132,10/25/2024,2511,11,Preventative,Oil Change,2.01,Tech_1,FALSE,FALSE,64.32,469.6,533.92
WO02133,10/28/2024,2511,11,Preventative,Air Filter Replacement,1.25,Vendor,FALSE,TRUE,0,293.72,293.72
WO02134,10/13/2024,2512,12,Reactive,Transmission Trouble,3.37,Tech_1,FALSE,FALSE,107.84,755.77,863.61
WO02135,10/12/2024,2512,12,Reactive,Check Engine Light,1.8,Lead_2,FALSE,FALSE,72,391.01,463.01
WO02136,10/12/2024,2512,12,Reactive,Turbo Failure,3.95,Tech_2,FALSE,FALSE,126.4,713.52,839.92
WO02137,10/17/2024,2512,12,Reactive,Blown Tire - Curb Damage,4.07,Assistant,FALSE,FALSE,89.54,580.96,670.5
WO02138,10/16/2024,2512,12,Reactive,Broken Headlight,4.3,Tech_1,FALSE,FALSE,137.6,210.8,348.4
WO02139,10/5/2024,2512,12,Reactive,Air Hose Leak,1.51,Assistant,FALSE,FALSE,33.22,477.65,510.87
WO02140,10/26/2024,2513,13,Reactive,Tire Repair,1.94,Tech_1,FALSE,FALSE,62.08,752.23,814.31
WO02141,10/10/2024,2513,13,Preventative,Brake Pad Replacement,2.55,Assistant,FALSE,FALSE,56.1,592.46,648.56
WO02142,10/3/2024,2513,13,Preventative,Tire Replacement,0.75,Assistant,FALSE,FALSE,16.5,670.63,687.13
WO02143,10/7/2024,2513,13,Reactive,Check Engine Light,1.04,Assistant,FALSE,FALSE,22.88,406.94,429.82
WO02144,10/13/2024,2513,13,Preventative,Tire Replacement,1.34,Tech_2,FALSE,FALSE,42.88,268.24,311.12
WO02145,10/28/2024,2513,13,Preventative,Tire Replacement,3.05,Assistant,FALSE,FALSE,67.1,619.95,687.05
WO02146,10/8/2024,2513,13,Preventative,Brake Pad Replacement,1.61,Tech_1,FALSE,FALSE,51.52,437.23,488.75
WO02147,10/8/2024,2513,13,Preventative,Brake Pad Replacement,1.58,Tech_2,FALSE,FALSE,50.56,687.22,737.78
WO02148,10/11/2024,2514,14,Reactive,Electrical Fault,2.68,Lead_1,FALSE,FALSE,107.2,480.44,587.64
WO02149,10/16/2024,2514,14,Reactive,Check Engine Light,2.22,Vendor,FALSE,TRUE,0,338.15,338.15
WO02150,10/22/2024,2514,14,Preventative,Brake Pad Replacement,2.34,Tech_1,FALSE,FALSE,74.88,793.59,868.47
WO02151,10/13/2024,2514,14,Preventative,Oil Change,3.76,Lead_1,FALSE,FALSE,150.4,725.11,875.51
WO02152,10/4/2024,2514,14,Reactive,Check Engine Light,2.42,Tech_2,FALSE,FALSE,77.44,180.7,258.14
WO02153,10/24/2024,2514,14,Reactive,Fuel System Issue,3.21,Assistant,FALSE,FALSE,70.62,465.04,535.66
WO02154,10/15/2024,2514,14,Reactive,Tire Repair,2.41,Tech_1,FALSE,FALSE,77.12,747.62,824.74
WO02155,10/21/2024,2514,14,Preventative,Air Filter Replacement,4.21,Lead_1,FALSE,FALSE,168.4,312.79,481.19
WO02156,10/22/2024,2514,14,Reactive,Blown Tire - Curb Damage,0.76,Assistant,FALSE,FALSE,16.72,333.85,350.57
WO02157,10/16/2024,2515,15,Preventative,Tire Replacement,1.49,Tech_2,FALSE,FALSE,47.68,636.11,683.79
WO02158,10/12/2024,2515,15,Preventative,Oil Change,2.63,Tech_1,FALSE,FALSE,84.16,227.77,311.93
WO02159,10/22/2024,2515,15,Reactive,Tire Repair,2.58,Assistant,FALSE,FALSE,56.76,369.73,426.49
WO02160,10/27/2024,2515,15,Reactive,Fuel System Issue,0.99,Assistant,FALSE,FALSE,21.78,743.79,765.57
WO02161,10/16/2024,2515,15,Preventative,Oil Change,1.12,Lead_2,FALSE,FALSE,44.8,507.61,552.41
WO02162,10/28/2024,2515,15,Preventative,Air Filter Replacement,0.56,Lead_1,FALSE,FALSE,22.4,676.02,698.42
WO02163,10/15/2024,2515,15,Reactive,Fuel System Issue,4.16,Assistant,FALSE,FALSE,91.52,401.57,493.09
WO02164,10/14/2024,2515,15,Preventative,Brake Pad Replacement,3.83,Tech_2,FALSE,FALSE,122.56,333.43,455.99
WO02165,10/15/2024,2516,16,Preventative,Tire Replacement,1.81,Lead_2,FALSE,FALSE,72.4,208.91,281.31
WO02166,10/19/2024,2516,16,Reactive,Turbo Failure,1.52,Assistant,FALSE,FALSE,33.44,622.36,655.8
WO02167,10/27/2024,2516,16,Reactive,Air Hose Leak,3.74,Assistant,FALSE,FALSE,82.28,54.91,137.19
WO02168,10/11/2024,2516,16,Reactive,Check Engine Light,1.77,Tech_2,FALSE,FALSE,56.64,191.3,247.94
WO02169,10/8/2024,2516,16,Reactive,Coolant Leak,2.02,Lead_2,FALSE,FALSE,80.8,581.19,661.99
WO02170,10/9/2024,2516,16,Reactive,Turbo Failure,1.61,Lead_2,FALSE,FALSE,64.4,797.4,861.8
WO02171,10/16/2024,2516,16,Preventative,Tire Replacement,3.39,Lead_1,FALSE,FALSE,135.6,88.74,224.34
WO02172,10/10/2024,2516,16,Reactive,Engine Overheating,2.94,Assistant,FALSE,FALSE,64.68,384.54,449.22
WO02173,10/4/2024,2516,16,Reactive,Transmission Trouble,2.37,Lead_1,FALSE,FALSE,94.8,467.45,562.25
WO02174,10/16/2024,2516,16,Reactive,Roadside Repair,4,Lead_2,FALSE,FALSE,160,645.11,805.11
WO02175,10/16/2024,2516,16,Preventative,Oil Change,3.66,Vendor,FALSE,TRUE,0,221.75,221.75
WO02176,10/27/2024,2516,16,Reactive,Coolant Leak,1.06,Tech_2,FALSE,FALSE,33.92,216.88,250.8
WO02177,10/22/2024,2517,17,Preventative,Air Filter Replacement,1.56,Tech_1,FALSE,FALSE,49.92,292.89,342.81
WO02178,10/11/2024,2517,17,Reactive,Check Engine Light,2.91,Tech_2,FALSE,FALSE,93.12,404.55,497.67
WO02179,10/17/2024,2517,17,Reactive,Roadside Repair,1.5,Lead_2,FALSE,FALSE,60,500.65,560.65
WO02180,10/16/2024,2517,17,Reactive,Broken Headlight,1.23,Tech_2,FALSE,FALSE,39.36,754.99,794.35
WO02181,10/6/2024,2517,17,Reactive,Engine Overheating,4.12,Lead_2,FALSE,FALSE,164.8,285.72,450.52
WO02182,10/15/2024,2517,17,Reactive,Suspension Issue,3.37,Tech_2,FALSE,FALSE,107.84,321.47,429.31
WO02183,10/5/2024,2517,17,Reactive,Fuel System Issue,2.86,Assistant,FALSE,FALSE,62.92,562.31,625.23
WO02184,10/11/2024,2517,17,Reactive,Air Hose Leak,3.87,Assistant,FALSE,FALSE,85.14,614.16,699.3
WO02185,10/26/2024,2517,17,Preventative,Brake Pad Replacement,4.02,Tech_2,FALSE,FALSE,128.64,273.24,401.88
WO02186,10/16/2024,2518,18,Preventative,Tire Replacement,1.41,Lead_1,FALSE,FALSE,56.4,661.32,717.72
WO02187,10/26/2024,2518,18,Preventative,Oil Change,3.84,Lead_2,FALSE,FALSE,153.6,146.87,300.47
WO02188,10/8/2024,2518,18,Reactive,Fuel System Issue,0.95,Assistant,FALSE,FALSE,20.9,446.41,467.31
WO02189,10/21/2024,2518,18,Preventative,Brake Pad Replacement,2.52,Lead_2,FALSE,FALSE,100.8,434.44,535.24
WO02190,10/14/2024,2518,18,Preventative,Brake Pad Replacement,2.27,Assistant,FALSE,FALSE,49.94,513.5,563.44
WO02191,10/10/2024,2518,18,Preventative,Oil Change,0.8,Tech_1,FALSE,FALSE,25.6,212.42,238.02
WO02192,10/11/2024,2518,18,Reactive,Electrical Fault,0.73,Tech_2,FALSE,FALSE,23.36,42.99,66.35
WO02193,10/19/2024,2518,18,Preventative,Tire Replacement,2,Assistant,FALSE,FALSE,44,437.2,481.2
WO02194,10/20/2024,2518,18,Reactive,Blown Tire - Curb Damage,3.16,Tech_2,FALSE,FALSE,101.12,284.52,385.64
WO02195,10/21/2024,2518,18,Reactive,Roadside Repair,1.44,Tech_1,FALSE,FALSE,46.08,587.04,633.12
WO02196,10/22/2024,2518,18,Preventative,Brake Pad Replacement,2.66,Lead_2,FALSE,FALSE,106.4,120.65,227.05
WO02197,10/16/2024,2519,19,Preventative,Tire Replacement,3.87,Tech_2,FALSE,FALSE,123.84,28.6,152.44
WO02198,10/10/2024,2519,19,Preventative,Oil Change,1.69,Vendor,FALSE,TRUE,0,62.33,62.33
WO02199,10/23/2024,2519,19,Reactive,Coolant Leak,3.18,Tech_1,FALSE,FALSE,101.76,608.07,709.83
WO02200,10/10/2024,2519,19,Preventative,Tire Replacement,3.07,Assistant,FALSE,FALSE,67.54,620.7,688.24
WO02201,10/6/2024,2519,19,Reactive,Engine Overheating,1.35,Vendor,FALSE,TRUE,0,500.55,500.55
WO02202,10/17/2024,2519,19,Reactive,Turbo Failure,4.49,Vendor,FALSE,TRUE,0,506.43,506.43
WO02203,10/16/2024,2519,19,Reactive,Tire Repair,3.79,Assistant,FALSE,FALSE,83.38,167.32,250.7
WO02204,10/25/2024,2519,19,Reactive,Air Hose Leak,1.55,Tech_2,FALSE,FALSE,49.6,469.34,518.94
WO02205,10/20/2024,2519,19,Preventative,Brake Pad Replacement,3.36,Vendor,FALSE,TRUE,0,153.52,153.52
WO02206,10/2/2024,2519,19,Reactive,Fuel System Issue,4.39,Vendor,FALSE,TRUE,0,31.14,31.14
WO02207,10/12/2024,2519,19,Reactive,Turbo Failure,1.79,Tech_1,FALSE,FALSE,57.28,268.58,325.86
WO02208,10/4/2024,2519,19,Reactive,Blown Tire - Curb Damage,2.25,Assistant,FALSE,FALSE,49.5,296.9,346.4
WO02209,10/28/2024,2520,20,Reactive,Air Hose Leak,1.72,Tech_1,FALSE,FALSE,55.04,792.34,847.38
WO02210,10/18/2024,2520,20,Reactive,Air Hose Leak,3.44,Vendor,FALSE,TRUE,0,399.87,399.87
WO02211,10/4/2024,2520,20,Preventative,Brake Pad Replacement,3.39,Tech_1,FALSE,FALSE,108.48,240.27,348.75
WO02212,10/13/2024,2520,20,Preventative,Tire Replacement,3.26,Tech_1,FALSE,FALSE,104.32,709.52,813.84
WO02213,10/23/2024,2520,20,Preventative,Tire Replacement,3.08,Lead_2,FALSE,FALSE,123.2,329.16,452.36
WO02214,10/1/2024,2520,20,Preventative,Brake Pad Replacement,0.95,Vendor,FALSE,TRUE,0,247.15,247.15
WO02215,10/10/2024,2520,20,Preventative,Oil Change,0.93,Tech_1,FALSE,FALSE,29.76,84.23,113.99
WO02216,10/14/2024,2520,20,Preventative,Brake Pad Replacement,1.95,Vendor,FALSE,TRUE,0,411.05,411.05
WO02217,10/24/2024,2520,20,Reactive,Fuel System Issue,3.83,Tech_1,FALSE,FALSE,122.56,466.04,588.6
WO02218,10/17/2024,2520,20,Reactive,Coolant Leak,4.32,Assistant,FALSE,FALSE,95.04,187.49,282.53
WO02219,10/27/2024,2521,21,Reactive,Fuel System Issue,2.73,Tech_1,TRUE,FALSE,0,0,0
WO02220,10/12/2024,2521,21,Reactive,Check Engine Light,4.3,Tech_1,TRUE,FALSE,0,0,0
WO02221,10/15/2024,2521,21,Preventative,Oil Change,2.94,Lead_1,TRUE,FALSE,0,0,0
WO02222,10/6/2024,2521,21,Reactive,Broken Headlight,0.75,Assistant,TRUE,FALSE,0,0,0
WO02223,10/11/2024,2521,21,Reactive,Check Engine Light,0.8,Assistant,TRUE,FALSE,0,0,0
WO02224,10/17/2024,2521,21,Reactive,Electrical Fault,1.26,Tech_2,TRUE,FALSE,0,0,0
WO02225,10/10/2024,2521,21,Reactive,Electrical Fault,1.6,Tech_2,TRUE,FALSE,0,0,0
WO02226,10/22/2024,2521,21,Preventative,Tire Replacement,1.79,Tech_1,TRUE,FALSE,0,0,0
WO02227,10/12/2024,2521,21,Reactive,Turbo Failure,3.83,Lead_2,TRUE,FALSE,0,0,0
WO02228,10/22/2024,2521,21,Preventative,Oil Change,2.34,Tech_1,TRUE,FALSE,0,0,0
WO02229,10/12/2024,2522,22,Preventative,Oil Change,4.46,Lead_1,TRUE,FALSE,0,0,0
WO02230,10/25/2024,2522,22,Reactive,Fuel System Issue,4.36,Tech_1,TRUE,FALSE,0,0,0
WO02231,10/20/2024,2522,22,Preventative,Tire Replacement,3.88,Lead_1,TRUE,FALSE,0,0,0
WO02232,10/16/2024,2522,22,Preventative,Oil Change,2.92,Tech_1,TRUE,FALSE,0,0,0
WO02233,10/14/2024,2522,22,Reactive,Suspension Issue,0.64,Tech_2,TRUE,FALSE,0,0,0
WO02234,10/3/2024,2522,22,Preventative,Oil Change,1.34,Tech_1,TRUE,FALSE,0,0,0
WO02235,10/7/2024,2522,22,Preventative,Tire Replacement,2.38,Tech_2,TRUE,FALSE,0,0,0
WO02236,10/18/2024,2522,22,Preventative,Oil Change,2.08,Lead_2,TRUE,FALSE,0,0,0
WO02237,10/23/2024,2522,22,Preventative,Oil Change,2.38,Lead_2,TRUE,FALSE,0,0,0
WO02238,10/15/2024,2523,23,Reactive,Fuel System Issue,1.85,Assistant,TRUE,FALSE,0,0,0
WO02239,10/18/2024,2523,23,Reactive,Electrical Fault,3.08,Tech_1,TRUE,FALSE,0,0,0
WO02240,10/1/2024,2523,23,Preventative,Air Filter Replacement,2.52,Assistant,TRUE,FALSE,0,0,0
WO02241,10/5/2024,2523,23,Reactive,Transmission Trouble,4.03,Tech_1,TRUE,FALSE,0,0,0
WO02242,10/20/2024,2523,23,Preventative,Oil Change,3.26,Lead_2,TRUE,FALSE,0,0,0
WO02243,10/21/2024,2523,23,Reactive,Air Hose Leak,3.34,Lead_1,TRUE,FALSE,0,0,0
WO02244,10/26/2024,2523,23,Reactive,Electrical Fault,4.06,Assistant,TRUE,FALSE,0,0,0
WO02245,10/8/2024,2523,23,Reactive,Coolant Leak,1.75,Assistant,TRUE,FALSE,0,0,0
WO02246,10/11/2024,2524,24,Preventative,Air Filter Replacement,1.33,Lead_2,TRUE,FALSE,0,0,0
WO02247,10/12/2024,2524,24,Preventative,Tire Replacement,1.85,Lead_2,TRUE,FALSE,0,0,0
WO02248,10/18/2024,2524,24,Preventative,Air Filter Replacement,1.51,Lead_1,TRUE,FALSE,0,0,0
WO02249,10/3/2024,2524,24,Preventative,Brake Pad Replacement,1.6,Assistant,TRUE,FALSE,0,0,0
WO02250,10/6/2024,2524,24,Preventative,Tire Replacement,0.56,Lead_2,TRUE,FALSE,0,0,0
WO02251,10/13/2024,2524,24,Reactive,Roadside Repair,3.72,Lead_2,TRUE,FALSE,0,0,0
WO02252,10/22/2024,2525,25,Reactive,Tire Repair,3.57,Lead_1,TRUE,FALSE,0,0,0
WO02253,10/13/2024,2525,25,Reactive,Coolant Leak,1.01,Lead_1,TRUE,FALSE,0,0,0
WO02254,10/16/2024,2525,25,Reactive,Fuel System Issue,3.33,Tech_2,TRUE,FALSE,0,0,0
WO02255,10/23/2024,2525,25,Preventative,Tire Replacement,2.49,Tech_1,TRUE,FALSE,0,0,0
WO02256,10/10/2024,2525,25,Preventative,Brake Pad Replacement,2.09,Tech_2,TRUE,FALSE,0,0,0
WO02257,10/9/2024,2525,25,Reactive,Coolant Leak,3.65,Lead_1,TRUE,FALSE,0,0,0
WO02258,10/22/2024,2525,25,Preventative,Oil Change,3.11,Lead_2,TRUE,FALSE,0,0,0
WO02259,10/5/2024,2525,25,Reactive,Engine Overheating,0.59,Lead_1,TRUE,FALSE,0,0,0
WO02260,11/26/2024,2501,1,Preventative,Air Filter Replacement,2.37,Assistant,FALSE,FALSE,52.14,335.29,387.43
WO02261,11/23/2024,2501,1,Preventative,Air Filter Replacement,3.94,Lead_2,FALSE,FALSE,157.6,556.56,714.16
WO02262,11/6/2024,2501,1,Preventative,Air Filter Replacement,2.19,Tech_2,FALSE,FALSE,70.08,237.43,307.51
WO02263,11/19/2024,2501,1,Preventative,Tire Replacement,2.05,Tech_2,FALSE,FALSE,65.6,277.63,343.23
WO02264,11/14/2024,2501,1,Reactive,Tire Repair,4.48,Tech_2,FALSE,FALSE,143.36,766.13,909.49
WO02265,11/5/2024,2501,1,Reactive,Air Hose Leak,4.15,Lead_2,FALSE,FALSE,166,234.93,400.93
WO02266,11/5/2024,2501,1,Reactive,Roadside Repair,2.25,Vendor,FALSE,TRUE,0,36.87,36.87
WO02267,11/24/2024,2501,1,Preventative,Brake Pad Replacement,0.87,Tech_1,FALSE,FALSE,27.84,416.12,443.96
WO02268,11/2/2024,2501,1,Reactive,Air Hose Leak,2.62,Tech_1,FALSE,FALSE,83.84,480.07,563.91
WO02269,11/5/2024,2502,2,Preventative,Brake Pad Replacement,1.5,Lead_1,FALSE,FALSE,60,195.41,255.41
WO02270,11/21/2024,2502,2,Reactive,Roadside Repair,4.11,Lead_1,FALSE,FALSE,164.4,735.62,900.02
WO02271,11/3/2024,2502,2,Reactive,Transmission Trouble,1.52,Assistant,FALSE,FALSE,33.44,224.79,258.23
WO02272,11/9/2024,2502,2,Reactive,Broken Headlight,0.73,Vendor,FALSE,TRUE,0,341.36,341.36
WO02273,11/1/2024,2502,2,Reactive,Fuel System Issue,2.32,Assistant,FALSE,FALSE,51.04,564.5,615.54
WO02274,11/13/2024,2502,2,Reactive,Electrical Fault,2.2,Lead_1,FALSE,FALSE,88,129.81,217.81
WO02275,11/12/2024,2502,2,Preventative,Oil Change,1.82,Lead_2,FALSE,FALSE,72.8,416.48,489.28
WO02276,11/17/2024,2502,2,Preventative,Oil Change,0.58,Tech_2,FALSE,FALSE,18.56,770.63,789.19
WO02277,11/26/2024,2502,2,Preventative,Brake Pad Replacement,2.03,Lead_2,FALSE,FALSE,81.2,671.75,752.95
WO02278,11/17/2024,2502,2,Preventative,Air Filter Replacement,1.78,Lead_1,FALSE,FALSE,71.2,618.4,689.6
WO02279,11/3/2024,2503,3,Reactive,Blown Tire - Curb Damage,0.96,Tech_2,FALSE,FALSE,30.72,332.66,363.38
WO02280,11/15/2024,2503,3,Reactive,Transmission Trouble,3.36,Tech_2,FALSE,FALSE,107.52,644.04,751.56
WO02281,11/14/2024,2503,3,Preventative,Air Filter Replacement,2.3,Vendor,FALSE,TRUE,0,294.9,294.9
WO02282,11/14/2024,2503,3,Preventative,Brake Pad Replacement,1.53,Tech_1,FALSE,FALSE,48.96,196.62,245.58
WO02283,11/13/2024,2503,3,Reactive,Tire Repair,3.44,Vendor,FALSE,TRUE,0,77.39,77.39
WO02284,11/25/2024,2503,3,Reactive,Fuel System Issue,2.35,Lead_1,FALSE,FALSE,94,576.99,670.99
WO02285,11/5/2024,2503,3,Preventative,Brake Pad Replacement,1.85,Tech_1,FALSE,FALSE,59.2,452.67,511.87
WO02286,11/6/2024,2504,4,Preventative,Air Filter Replacement,1.57,Assistant,FALSE,FALSE,34.54,676.78,711.32
WO02287,11/5/2024,2504,4,Reactive,Suspension Issue,3.25,Assistant,FALSE,FALSE,71.5,34.32,105.82
WO02288,11/3/2024,2504,4,Reactive,Electrical Fault,0.63,Vendor,FALSE,TRUE,0,684.47,684.47
WO02289,11/25/2024,2504,4,Reactive,Engine Overheating,1.9,Tech_1,FALSE,FALSE,60.8,542.85,603.65
WO02290,11/13/2024,2504,4,Reactive,Roadside Repair,3.09,Tech_1,FALSE,FALSE,98.88,286.38,385.26
WO02291,11/26/2024,2504,4,Reactive,Suspension Issue,1.58,Tech_2,FALSE,FALSE,50.56,209.32,259.88
WO02292,11/1/2024,2504,4,Preventative,Oil Change,4.26,Assistant,FALSE,FALSE,93.72,21.51,115.23
WO02293,11/12/2024,2505,5,Reactive,Electrical Fault,1.92,Assistant,FALSE,FALSE,42.24,659.99,702.23
WO02294,11/6/2024,2505,5,Reactive,Suspension Issue,2.41,Tech_2,FALSE,FALSE,77.12,661.66,738.78
WO02295,11/2/2024,2505,5,Preventative,Air Filter Replacement,3.68,Lead_2,FALSE,FALSE,147.2,382.58,529.78
WO02296,11/8/2024,2505,5,Preventative,Brake Pad Replacement,2.14,Vendor,FALSE,TRUE,0,103.12,103.12
WO02297,11/5/2024,2505,5,Preventative,Tire Replacement,4.25,Tech_2,FALSE,FALSE,136,443.04,579.04
WO02298,11/20/2024,2505,5,Reactive,Electrical Fault,0.63,Tech_1,FALSE,FALSE,20.16,20.88,41.04
WO02299,11/9/2024,2506,6,Reactive,Suspension Issue,0.65,Lead_2,FALSE,FALSE,26,400.72,426.72
WO02300,11/20/2024,2506,6,Reactive,Check Engine Light,3.08,Lead_1,FALSE,FALSE,123.2,343.49,466.69
WO02301,11/4/2024,2506,6,Preventative,Brake Pad Replacement,4.39,Tech_1,FALSE,FALSE,140.48,383.79,524.27
WO02302,11/25/2024,2506,6,Reactive,Check Engine Light,3.46,Lead_2,FALSE,FALSE,138.4,507.66,646.06
WO02303,11/4/2024,2506,6,Preventative,Oil Change,3.15,Tech_2,FALSE,FALSE,100.8,45.01,145.81
WO02304,11/27/2024,2506,6,Preventative,Brake Pad Replacement,3.56,Tech_1,FALSE,FALSE,113.92,37.28,151.2
WO02305,11/4/2024,2507,7,Preventative,Brake Pad Replacement,3.39,Lead_2,FALSE,FALSE,135.6,693.03,828.63
WO02306,11/22/2024,2507,7,Preventative,Brake Pad Replacement,3.67,Lead_1,FALSE,FALSE,146.8,391.05,537.85
WO02307,11/12/2024,2507,7,Preventative,Tire Replacement,0.55,Tech_1,FALSE,FALSE,17.6,214.36,231.96
WO02308,11/28/2024,2507,7,Preventative,Air Filter Replacement,0.98,Tech_1,FALSE,FALSE,31.36,31.66,63.02
WO02309,11/1/2024,2507,7,Reactive,Transmission Trouble,0.97,Assistant,FALSE,FALSE,21.34,797.23,818.57
WO02310,11/15/2024,2507,7,Reactive,EGR Valve Replacement,3.34,Lead_2,FALSE,FALSE,133.6,110.01,243.61
WO02311,11/1/2024,2507,7,Reactive,Transmission Trouble,2.99,Vendor,FALSE,TRUE,0,25.29,25.29
WO02312,11/7/2024,2508,8,Reactive,Blown Tire - Curb Damage,3.44,Assistant,FALSE,FALSE,75.68,674.03,749.71
WO02313,11/15/2024,2508,8,Reactive,Coolant Leak,2.74,Vendor,FALSE,TRUE,0,279.02,279.02
WO02314,11/6/2024,2508,8,Preventative,Tire Replacement,2.74,Tech_2,FALSE,FALSE,87.68,539.1,626.78
WO02315,11/26/2024,2508,8,Reactive,Air Hose Leak,2.21,Vendor,FALSE,TRUE,0,174.04,174.04
WO02316,11/13/2024,2508,8,Preventative,Brake Pad Replacement,1.32,Tech_1,FALSE,FALSE,42.24,575.51,617.75
WO02317,11/6/2024,2508,8,Preventative,Brake Pad Replacement,0.86,Lead_1,FALSE,FALSE,34.4,65.37,99.77
WO02318,11/26/2024,2508,8,Reactive,Suspension Issue,2.8,Tech_2,FALSE,FALSE,89.6,661.37,750.97
WO02319,11/6/2024,2508,8,Preventative,Tire Replacement,0.72,Lead_1,FALSE,FALSE,28.8,545.25,574.05
WO02320,11/26/2024,2508,8,Preventative,Brake Pad Replacement,2.71,Lead_2,FALSE,FALSE,108.4,188.07,296.47
WO02321,11/14/2024,2509,9,Reactive,EGR Valve Replacement,3.49,Lead_2,FALSE,FALSE,139.6,639.37,778.97
WO02322,11/13/2024,2509,9,Reactive,Fuel System Issue,3.82,Tech_2,FALSE,FALSE,122.24,52.44,174.68
WO02323,11/4/2024,2509,9,Preventative,Tire Replacement,2.15,Tech_1,FALSE,FALSE,68.8,745.35,814.15
WO02324,11/6/2024,2509,9,Reactive,Turbo Failure,3.02,Lead_2,FALSE,FALSE,120.8,472.26,593.06
WO02325,11/24/2024,2509,9,Preventative,Oil Change,3.52,Vendor,FALSE,TRUE,0,387.8,387.8
WO02326,11/26/2024,2509,9,Reactive,Roadside Repair,1.35,Vendor,FALSE,TRUE,0,43.04,43.04
WO02327,11/18/2024,2509,9,Preventative,Tire Replacement,0.58,Tech_2,FALSE,FALSE,18.56,427.06,445.62
WO02328,11/25/2024,2509,9,Reactive,Check Engine Light,2.28,Vendor,FALSE,TRUE,0,799.61,799.61
WO02329,11/9/2024,2509,9,Reactive,Suspension Issue,2.77,Tech_2,FALSE,FALSE,88.64,785.63,874.27
WO02330,11/23/2024,2510,10,Reactive,Roadside Repair,3.65,Tech_1,FALSE,FALSE,116.8,503.52,620.32
WO02331,11/16/2024,2510,10,Reactive,Blown Tire - Curb Damage,4.25,Tech_1,FALSE,FALSE,136,62.04,198.04
WO02332,11/24/2024,2510,10,Reactive,Engine Overheating,0.87,Vendor,FALSE,TRUE,0,353.38,353.38
WO02333,11/4/2024,2510,10,Preventative,Brake Pad Replacement,2.26,Assistant,FALSE,FALSE,49.72,419.69,469.41
WO02334,11/26/2024,2510,10,Reactive,Check Engine Light,3.69,Assistant,FALSE,FALSE,81.18,365.42,446.6
WO02335,11/11/2024,2510,10,Reactive,Suspension Issue,3.17,Lead_1,FALSE,FALSE,126.8,202.54,329.34
